级别,词语,词性,HSK词语级别,官方教材UNIT,级别相关场景
767,委托,V,6.2,HSK6下 UNIT25,草船借箭
767,即将,ADV,6.2,HSK6下 UNIT25,草船借箭
767,紧迫,ADJ,6.2,HSK6下 UNIT25,草船借箭
767,公务,N,6.2,HSK6下 UNIT25,草船借箭
767,款待,V,6.2,HSK6下 UNIT25,草船借箭
768,叮嘱,V,6.2,HSK6下 UNIT25,草船借箭
768,算数,V,6.2,HSK6下 UNIT25,草船借箭
768,逼迫,V,6.2,HSK6下 UNIT25,草船借箭
768,吩咐,V,6.2,HSK6下 UNIT25,草船借箭
768,下属,N,6.2,HSK6下 UNIT25,草船借箭
768,充足,ADJ,6.2,HSK6下 UNIT25,草船借箭
768,拖延,V,6.2,HSK6下 UNIT25,草船借箭
768,期限,N,6.2,HSK6下 UNIT25,草船借箭
768,活该,V,6.2,HSK6下 UNIT25,草船借箭
768,探听,V,6.2,HSK6下 UNIT25,草船借箭
769,汇报,V,6.2,HSK6下 UNIT25,草船借箭
769,探望,V,6.2,HSK6下 UNIT25,草船借箭
769,寒暄,V,6.2,HSK6下 UNIT25,草船借箭
769,为难,V,6.2,HSK6下 UNIT25,草船借箭
769,严密,ADJ,6.2,HSK6下 UNIT25,草船借箭
769,侧面,N,6.2,HSK6下 UNIT25,草船借箭
769,机密,N,6.2,HSK6下 UNIT25,草船借箭
769,保密,V,6.2,HSK6下 UNIT25,草船借箭
769,走漏,V,6.2,HSK6下 UNIT25,草船借箭
769,沉思,V,6.2,HSK6下 UNIT25,草船借箭
769,意图,N,6.2,HSK6下 UNIT25,草船借箭
769,私自,ADV,6.2,HSK6下 UNIT25,草船借箭
770,调动,V,6.2,HSK6下 UNIT25,草船借箭
770,方位,N,6.2,HSK6下 UNIT25,草船借箭
770,妥当,ADJ,6.2,HSK6下 UNIT25,草船借箭
770,占领,V,6.2,HSK6下 UNIT25,草船借箭
770,封锁,V,6.2,HSK6下 UNIT25,草船借箭
770,驻扎,V,6.2,HSK6下 UNIT25,草船借箭
770,指定,V,6.2,HSK6下 UNIT25,草船借箭
770,响亮,ADJ,6.2,HSK6下 UNIT25,草船借箭
770,舱中,N,6.2,HSK6下 UNIT25,草船借箭
770,嘱咐,V,6.2,HSK6下 UNIT25,草船借箭
770,茫茫,ADJ,6.2,HSK6下 UNIT25,草船借箭
770,一齐,ADV,6.2,HSK6下 UNIT25,草船借箭
771,高涨,ADJ,6.2,HSK6下 UNIT25,草船借箭
771,凌晨,N,6.2,HSK6下 UNIT25,草船借箭
771,笼罩,V,6.2,HSK6下 UNIT25,草船借箭
771,启程,V,6.2,HSK6下 UNIT25,草船借箭
771,大致,ADV,6.2,HSK6下 UNIT25,草船借箭
771,圆满,ADJ,6.2,HSK6下 UNIT25,草船借箭
771,叹气,V,6.2,HSK6下 UNIT25,草船借箭
771,天才,N,6.2,HSK6下 UNIT25,草船借箭
771,高明,ADJ,6.2,HSK6下 UNIT25,草船借箭
771,捧起,V,6.2,HSK6下 UNIT26,灯光
772,胸怀,N,6.2,HSK6下 UNIT26,灯光
772,炎热,ADJ,6.2,HSK6下 UNIT26,灯光
772,天文,N,6.2,HSK6下 UNIT26,灯光
772,儒家,N,6.2,HSK6下 UNIT26,灯光
772,传记,N,6.2,HSK6下 UNIT26,灯光
772,散文,N,6.2,HSK6下 UNIT26,灯光
772,历代,N,6.2,HSK6下 UNIT26,灯光
772,着迷,V,6.2,HSK6下 UNIT26,灯光
772,熏陶,V,6.2,HSK6下 UNIT26,灯光
772,不堪,V,6.2,HSK6下 UNIT26,灯光
773,美满,ADJ,6.2,HSK6下 UNIT26,灯光
773,骚扰,V,6.2,HSK6下 UNIT26,灯光
773,贫乏,ADJ,6.2,HSK6下 UNIT26,灯光
773,艰难,ADJ,6.2,HSK6下 UNIT26,灯光
773,蜡烛,N,6.2,HSK6下 UNIT26,灯光
773,蚂蚁,N,6.2,HSK6下 UNIT26,灯光
773,颈椎,N,6.2,HSK6下 UNIT26,灯光
773,揉了揉,V,6.2,HSK6下 UNIT26,灯光
773,挪了挪,V,6.2,HSK6下 UNIT26,灯光
773,屁股,N,6.2,HSK6下 UNIT26,灯光
773,知觉,N,6.2,HSK6下 UNIT26,灯光
773,挨饿,V,6.2,HSK6下 UNIT26,灯光
774,编织,V,6.2,HSK6下 UNIT26,灯光
774,天堂,N,6.2,HSK6下 UNIT26,灯光
774,熄灭,V,6.2,HSK6下 UNIT26,灯光
774,泄气,V,6.2,HSK6下 UNIT26,灯光
774,眯起,V,6.2,HSK6下 UNIT26,灯光
774,绝望,ADJ,6.2,HSK6下 UNIT26,灯光
774,凝固,V,6.2,HSK6下 UNIT26,灯光
774,蔓延,V,6.2,HSK6下 UNIT26,灯光
774,克制,V,6.2,HSK6下 UNIT26,灯光
774,默默,ADV,6.2,HSK6下 UNIT26,灯光
774,背诵,V,6.2,HSK6下 UNIT26,灯光
775,田野,N,6.2,HSK6下 UNIT26,灯光
775,情形,N,6.2,HSK6下 UNIT26,灯光
775,耀眼,ADJ,6.2,HSK6下 UNIT26,灯光
775,光芒,N,6.2,HSK6下 UNIT26,灯光
775,伸手一捞,V,6.2,HSK6下 UNIT26,灯光
775,摊开,V,6.2,HSK6下 UNIT26,灯光
775,哇,AUX,6.2,HSK6下 UNIT26,灯光
775,毫米,QTY,6.2,HSK6下 UNIT26,灯光
775,迸发,V,6.2,HSK6下 UNIT26,灯光
775,布兜,N,6.2,HSK6下 UNIT26,灯光
775,灯笼,N,6.2,HSK6下 UNIT26,灯光
775,做成啦,AUX,6.2,HSK6下 UNIT26,灯光
776,天赋,N,6.2,HSK6下 UNIT26,灯光
776,贫困,ADJ,6.2,HSK6下 UNIT26,灯光
776,财富,N,6.2,HSK6下 UNIT26,灯光
776,源泉,N,6.2,HSK6下 UNIT26,灯光
776,宝玉,N,6.2,HSK6下 UNIT27,完璧归赵
777,得罪,V,6.2,HSK6下 UNIT27,完璧归赵
777,答复,V,6.2,HSK6下 UNIT27,完璧归赵
777,大臣,N,6.2,HSK6下 UNIT27,完璧归赵
777,对策,N,6.2,HSK6下 UNIT27,完璧归赵
777,提议,V,6.2,HSK6下 UNIT27,完璧归赵
777,请教,V,6.2,HSK6下 UNIT27,完璧归赵
777,实力,N,6.2,HSK6下 UNIT27,完璧归赵
777,慷慨,ADJ,6.2,HSK6下 UNIT27,完璧归赵
777,亏待,V,6.2,HSK6下 UNIT27,完璧归赵
777,动身,V,6.2,HSK6下 UNIT27,完璧归赵
778,磋商,V,6.2,HSK6下 UNIT27,完璧归赵
778,荣幸,ADJ,6.2,HSK6下 UNIT27,完璧归赵
778,转达,V,6.2,HSK6下 UNIT27,完璧归赵
778,爱不释手,IDIOM,6.2,HSK6下 UNIT27,完璧归赵
778,圈套,N,6.2,HSK6下 UNIT27,完璧归赵
778,归还,V,6.2,HSK6下 UNIT27,完璧归赵
778,从容,ADJ,6.2,HSK6下 UNIT27,完璧归赵
778,中央,N,6.2,HSK6下 UNIT27,完璧归赵
778,兑现,V,6.2,HSK6下 UNIT27,完璧归赵
779,妄想,V,6.2,HSK6下 UNIT27,完璧归赵
779,发誓,V,6.2,HSK6下 UNIT27,完璧归赵
779,尸体,N,6.2,HSK6下 UNIT27,完璧归赵
779,撒谎,V,6.2,HSK6下 UNIT27,完璧归赵
779,隆重,ADJ,6.2,HSK6下 UNIT27,完璧归赵
779,仪式,N,6.2,HSK6下 UNIT27,完璧归赵
779,沐浴,V,6.2,HSK6下 UNIT27,完璧归赵
779,荤腥,ADJ,6.2,HSK6下 UNIT27,完璧归赵
779,庄严,ADJ,6.2,HSK6下 UNIT27,完璧归赵
779,无理取闹,IDIOM,6.2,HSK6下 UNIT27,完璧归赵
779,冒犯,V,6.2,HSK6下 UNIT27,完璧归赵
779,亦请,ADV,6.2,HSK6下 UNIT27,完璧归赵
780,履行,V,6.2,HSK6下 UNIT27,完璧归赵
780,边境,N,6.2,HSK6下 UNIT27,完璧归赵
780,泄露,V,6.2,HSK6下 UNIT27,完璧归赵
780,率领,V,6.2,HSK6下 UNIT27,完璧归赵
780,镇静,ADJ,6.2,HSK6下 UNIT27,完璧归赵
780,雄厚,ADJ,6.2,HSK6下 UNIT27,完璧归赵
780,一贯,ADJ,6.2,HSK6下 UNIT27,完璧归赵
780,霸道,ADJ,6.2,HSK6下 UNIT27,完璧归赵
780,声誉,N,6.2,HSK6下 UNIT27,完璧归赵
780,列举,V,6.2,HSK6下 UNIT27,完璧归赵
781,歪曲,ADJ,6.2,HSK6下 UNIT27,完璧归赵
781,理直气壮,IDIOM,6.2,HSK6下 UNIT27,完璧归赵
781,压迫,V,6.2,HSK6下 UNIT27,完璧归赵
781,口头,ADJ,6.2,HSK6下 UNIT27,完璧归赵
781,一副,QTY,6.2,HSK6下 UNIT27,完璧归赵
781,姿态,N,6.2,HSK6下 UNIT27,完璧归赵
781,隔阂,N,6.2,HSK6下 UNIT27,完璧归赵
781,争端,N,6.2,HSK6下 UNIT27,完璧归赵
781,领会,V,6.2,HSK6下 UNIT28,知音
782,内涵,N,6.2,HSK6下 UNIT28,知音
782,港湾,N,6.2,HSK6下 UNIT28,知音
782,晴朗,ADJ,6.2,HSK6下 UNIT28,知音
782,清澈,ADJ,6.2,HSK6下 UNIT28,知音
782,出神,V,6.2,HSK6下 UNIT28,知音
782,琴弦,N,6.2,HSK6下 UNIT28,知音
782,美妙,ADJ,6.2,HSK6下 UNIT28,知音
782,砍伐,V,6.2,HSK6下 UNIT28,知音
782,平凡,ADJ,6.2,HSK6下 UNIT28,知音
782,乐谱,N,6.2,HSK6下 UNIT28,知音
783,赞叹,V,6.2,HSK6下 UNIT28,知音
783,创作,V,6.2,HSK6下 UNIT28,知音
783,民间,N,6.2,HSK6下 UNIT28,知音
783,精通,ADJ,6.2,HSK6下 UNIT28,知音
783,难能可贵,IDIOM,6.2,HSK6下 UNIT28,知音
783,应邀,V,6.2,HSK6下 UNIT28,知音
783,钦佩,V,6.2,HSK6下 UNIT28,知音
783,演奏,V,6.2,HSK6下 UNIT28,知音
783,豪迈,ADJ,6.2,HSK6下 UNIT28,知音
784,含义,N,6.2,HSK6下 UNIT28,知音
784,旋律,V,6.2,HSK6下 UNIT28,知音
784,雄伟,ADJ,6.2,HSK6下 UNIT28,知音
784,壮观,ADJ,6.2,HSK6下 UNIT28,知音
784,气势,N,6.2,HSK6下 UNIT28,知音
784,气魄,N,6.2,HSK6下 UNIT28,知音
784,曲折,ADJ,6.2,HSK6下 UNIT28,知音
784,节奏,N,6.2,HSK6下 UNIT28,知音
784,短促,ADJ,6.2,HSK6下 UNIT28,知音
784,波涛,N,6.2,HSK6下 UNIT28,知音
784,气概,N,6.2,HSK6下 UNIT28,知音
785,荒凉,ADJ,6.2,HSK6下 UNIT28,知音
785,领悟,V,6.2,HSK6下 UNIT28,知音
785,侃侃而谈,IDIOM,6.2,HSK6下 UNIT28,知音
785,投机,V,6.2,HSK6下 UNIT28,知音
785,黎明,N,6.2,HSK6下 UNIT28,知音
785,告辞,V,6.2,HSK6下 UNIT28,知音
785,黄昏,N,6.2,HSK6下 UNIT28,知音
785,降临,V,6.2,HSK6下 UNIT28,知音
785,沮丧,ADJ,6.2,HSK6下 UNIT28,知音
786,变故,V,6.2,HSK6下 UNIT28,知音
786,逝世,V,6.2,HSK6下 UNIT28,知音
786,坟墓,N,6.2,HSK6下 UNIT28,知音
786,不止,V,6.2,HSK6下 UNIT28,知音
786,粉碎,ADJ,6.2,HSK6下 UNIT28,知音
786,向来,ADV,6.2,HSK6下 UNIT28,知音
786,凄凉,ADJ,6.2,HSK6下 UNIT28,知音
786,深情厚宜,IDIOM,6.2,HSK6下 UNIT28,知音
786,真挚,ADJ,6.2,HSK6下 UNIT28,知音
786,纯洁,ADJ,6.2,HSK6下 UNIT28,知音
786,备忘录,N,6.2,HSK6下 UNIT29,备忘录
787,虚伪,ADJ,6.2,HSK6下 UNIT29,备忘录
787,岂有此理,IDIOM,6.2,HSK6下 UNIT29,备忘录
787,庸俗,ADJ,6.2,HSK6下 UNIT29,备忘录
787,档次,N,6.2,HSK6下 UNIT29,备忘录
787,诸位,PRON,6.2,HSK6下 UNIT29,备忘录
787,难堪,ADJ,6.2,HSK6下 UNIT29,备忘录
787,违背,V,6.2,HSK6下 UNIT29,备忘录
787,回避,V,6.2,HSK6下 UNIT29,备忘录
788,岔开,V,6.2,HSK6下 UNIT29,备忘录
788,装聋装哑,IDIOM,6.2,HSK6下 UNIT29,备忘录
788,画蛇添足,IDIOM,6.2,HSK6下 UNIT29,备忘录
788,机灵,ADJ,6.2,HSK6下 UNIT29,备忘录
788,周密,ADJ,6.2,HSK6下 UNIT29,备忘录
788,途径,N,6.2,HSK6下 UNIT29,备忘录
788,虚假,ADJ,6.2,HSK6下 UNIT29,备忘录
788,特定,ADJ,6.2,HSK6下 UNIT29,备忘录
788,缘故,N,6.2,HSK6下 UNIT29,备忘录
789,意向,N,6.2,HSK6下 UNIT29,备忘录
789,诚挚,ADJ,6.2,HSK6下 UNIT29,备忘录
789,一丝不苟,IDIOM,6.2,HSK6下 UNIT29,备忘录
789,倾听,V,6.2,HSK6下 UNIT29,备忘录
789,视频,N,6.2,HSK6下 UNIT29,备忘录
789,一目了然,IDIOM,6.2,HSK6下 UNIT29,备忘录
789,预先,V,6.2,HSK6下 UNIT29,备忘录
789,直觉,N,6.2,HSK6下 UNIT29,备忘录
790,探测,V,6.2,HSK6下 UNIT29,备忘录
790,智商,N,6.2,HSK6下 UNIT29,备忘录
790,提炼,V,6.2,HSK6下 UNIT29,备忘录
790,相声,N,6.2,HSK6下 UNIT29,备忘录
790,座右铭,N,6.2,HSK6下 UNIT29,备忘录
790,通用,V,6.2,HSK6下 UNIT29,备忘录
790,调节,V,6.2,HSK6下 UNIT29,备忘录
790,循环,V,6.2,HSK6下 UNIT29,备忘录
790,收缩,V,6.2,HSK6下 UNIT29,备忘录
790,氧气,N,6.2,HSK6下 UNIT29,备忘录
790,用浆,N,6.2,HSK6下 UNIT29,备忘录
791,恰到好处,ADJ,6.2,HSK6下 UNIT29,备忘录
791,倾向,N,6.2,HSK6下 UNIT29,备忘录
791,试验,V,6.2,HSK6下 UNIT29,备忘录
791,脂肪,N,6.2,HSK6下 UNIT29,备忘录
791,动脉,N,6.2,HSK6下 UNIT29,备忘录
791,实质,N,6.2,HSK6下 UNIT29,备忘录
791,肆无忌惮,IDIOM,6.2,HSK6下 UNIT29,备忘录
791,损坏,V,6.2,HSK6下 UNIT29,备忘录
791,分寸,N,6.2,HSK6下 UNIT29,备忘录
792,恰到好处,IDIOM,6.2,HSK6下 UNIT29,备忘录
792,是非,N,6.2,HSK6下 UNIT29,备忘录
792,探讨,V,6.2,HSK6下 UNIT29,备忘录
792,收益,N,6.2,HSK6下 UNIT29,备忘录
792,起哄,V,6.2,HSK6下 UNIT29,备忘录
792,斟酌,V,6.2,HSK6下 UNIT29,备忘录
792,恰当,ADJ,6.2,HSK6下 UNIT29,备忘录
792,惯例,N,6.2,HSK6下 UNIT30,睡眠
793,盛行,V,6.2,HSK6下 UNIT30,睡眠
793,顽固,ADJ,6.2,HSK6下 UNIT30,睡眠
793,奢侈,ADJ,6.2,HSK6下 UNIT30,睡眠
793,指数,N,6.2,HSK6下 UNIT30,睡眠
793,居民,N,6.2,HSK6下 UNIT30,睡眠
793,当前,N,6.2,HSK6下 UNIT30,睡眠
793,扰乱,V,6.2,HSK6下 UNIT30,睡眠
793,摧残,V,6.2,HSK6下 UNIT30,睡眠
793,普及,V,6.2,HSK6下 UNIT30,睡眠
794,供不应求,IDIOM,6.2,HSK6下 UNIT30,睡眠
794,过瘾,ADJ,6.2,HSK6下 UNIT30,睡眠
794,分泌,V,6.2,HSK6下 UNIT30,睡眠
794,职能,N,6.2,HSK6下 UNIT30,睡眠
794,衰老,ADJ,6.2,HSK6下 UNIT30,睡眠
794,调剂,V,6.2,HSK6下 UNIT30,睡眠
794,细胞,N,6.2,HSK6下 UNIT30,睡眠
794,肿瘤,N,6.2,HSK6下 UNIT30,睡眠
794,癌症,N,6.2,HSK6下 UNIT30,睡眠
795,不相上下,N,6.2,HSK6下 UNIT30,睡眠
795,供不应求,N,6.2,HSK6下 UNIT30,睡眠
795,枕头,N,6.2,HSK6下 UNIT30,睡眠
795,折腾,V,6.2,HSK6下 UNIT30,睡眠
795,容忍,V,6.2,HSK6下 UNIT30,睡眠
795,蹬腿,V,6.2,HSK6下 UNIT30,睡眠
795,拳头,N,6.2,HSK6下 UNIT30,睡眠
795,不时,ADV,6.2,HSK6下 UNIT30,睡眠
795,起色,N,6.2,HSK6下 UNIT30,睡眠
795,轨道,N,6.2,HSK6下 UNIT30,睡眠
795,酒精,N,6.2,HSK6下 UNIT30,睡眠
796,不相上下,IDIOM,6.2,HSK6下 UNIT30,睡眠
796,地步,N,6.2,HSK6下 UNIT30,睡眠
796,适宜,ADJ,6.2,HSK6下 UNIT30,睡眠
796,场合,N,6.2,HSK6下 UNIT30,睡眠
796,逆行,V,6.2,HSK6下 UNIT30,睡眠
796,茫然,ADJ,6.2,HSK6下 UNIT30,睡眠
796,丢三落四,IDIOM,6.2,HSK6下 UNIT30,睡眠
796,起伏,V,6.2,HSK6下 UNIT30,睡眠
796,发呆,V,6.2,HSK6下 UNIT30,睡眠
796,记性,N,6.2,HSK6下 UNIT30,睡眠
797,竭尽全力,N,6.2,HSK6下 UNIT30,睡眠
797,混乱,ADJ,6.2,HSK6下 UNIT30,睡眠
797,恶化,V,6.2,HSK6下 UNIT30,睡眠
797,总而言之,PHR,6.2,HSK6下 UNIT30,睡眠
797,举足轻重,IDIOM,6.2,HSK6下 UNIT30,睡眠
797,呼吁,V,6.2,HSK6下 UNIT30,睡眠
797,无动于衷,IDIOM,6.2,HSK6下 UNIT30,睡眠
798,竭尽全力,IDIOM,6.2,HSK6下 UNIT30,睡眠
798,根源,N,6.2,HSK6下 UNIT30,睡眠
798,对付,V,6.2,HSK6下 UNIT30,睡眠
798,纠正,V,6.2,HSK6下 UNIT30,睡眠
798,糟蹋,V,6.2,HSK6下 UNIT30,睡眠
798,迫害,V,6.2,HSK6下 UNIT30,睡眠
798,毁灭,V,6.2,HSK6下 UNIT30,睡眠
798,忠实,ADJ,6.2,HSK6下 UNIT31,运动
799,不敢当,PHR,6.2,HSK6下 UNIT31,运动
799,徒弟,N,6.2,HSK6下 UNIT31,运动
799,气功,N,6.2,HSK6下 UNIT31,运动
799,太极剑,N,6.2,HSK6下 UNIT31,运动
799,哦,INT,6.2,HSK6下 UNIT31,运动
799,协会,N,6.2,HSK6下 UNIT31,运动
799,爆发,V,6.2,HSK6下 UNIT31,运动
799,劈开,V,6.2,HSK6下 UNIT31,运动
799,误解,V,6.2,HSK6下 UNIT31,运动
799,走廊,N,6.2,HSK6下 UNIT31,运动
800,潜力,N,6.2,HSK6下 UNIT31,运动
800,群众,N,6.2,HSK6下 UNIT31,运动
800,逐年,ADV,6.2,HSK6下 UNIT31,运动
800,要素,N,6.2,HSK6下 UNIT31,运动
800,智力,N,6.2,HSK6下 UNIT31,运动
800,预期,N,6.2,HSK6下 UNIT31,运动
800,首要,ADJ,6.2,HSK6下 UNIT31,运动
800,生锈,V,6.2,HSK6下 UNIT31,运动
800,放射,V,6.2,HSK6下 UNIT31,运动
800,夫人,N,6.2,HSK6下 UNIT31,运动
800,端正,ADJ,6.2,HSK6下 UNIT31,运动
800,端端正正,IDIOM,6.2,HSK6下 UNIT31,运动
801,虐待,V,6.2,HSK6下 UNIT31,运动
801,衰退,V,6.2,HSK6下 UNIT31,运动
801,著作,N,6.2,HSK6下 UNIT31,运动
801,反射,V,6.2,HSK6下 UNIT31,运动
801,弱点,N,6.2,HSK6下 UNIT31,运动
801,迁就,V,6.2,HSK6下 UNIT31,运动
801,坚定,ADJ,6.2,HSK6下 UNIT31,运动
801,坚韧,ADJ,6.2,HSK6下 UNIT31,运动
801,狠心,ADJ,6.2,HSK6下 UNIT31,运动
801,半途而废,IDIOM,6.2,HSK6下 UNIT31,运动
802,落实,V,6.2,HSK6下 UNIT31,运动
802,归根到底,IDIOM,6.2,HSK6下 UNIT31,运动
802,胡乱,ADV,6.2,HSK6下 UNIT31,运动
802,间接,ADJ,6.2,HSK6下 UNIT31,运动
802,品行,N,6.2,HSK6下 UNIT31,运动
802,紫外线,N,6.2,HSK6下 UNIT31,运动
802,消毒,V,6.2,HSK6下 UNIT31,运动
802,钙吸收,N,6.2,HSK6下 UNIT31,运动
803,蛋白质,N,6.2,HSK6下 UNIT31,运动
803,毛孔,N,6.2,HSK6下 UNIT31,运动
803,二氧化碳,N,6.2,HSK6下 UNIT31,运动
803,舒畅,ADJ,6.2,HSK6下 UNIT31,运动
803,宣扬,V,6.2,HSK6下 UNIT31,运动
803,循序渐进,IDIOM,6.2,HSK6下 UNIT31,运动
803,急于求成,IDIOM,6.2,HSK6下 UNIT31,运动
803,剧烈,ADJ,6.2,HSK6下 UNIT31,运动
803,幅度,N,6.2,HSK6下 UNIT31,运动
804,维生素,N,6.2,HSK6下 UNIT31,运动
804,不愧,ADV,6.2,HSK6下 UNIT31,运动
804,定期,ADV,6.2,HSK6下 UNIT31,运动
804,联络,V,6.2,HSK6下 UNIT31,运动
804,保重,V,6.2,HSK6下 UNIT31,运动
804,背叛,V,6.2,HSK6下 UNIT32,悲伤
805,理智,ADJ,6.2,HSK6下 UNIT32,悲伤
805,上进,V,6.2,HSK6下 UNIT32,悲伤
805,抱负,N,6.2,HSK6下 UNIT32,悲伤
805,魄力,N,6.2,HSK6下 UNIT32,悲伤
805,开阔,ADJ,6.2,HSK6下 UNIT32,悲伤
805,处境,N,6.2,HSK6下 UNIT32,悲伤
805,打击,V,6.2,HSK6下 UNIT32,悲伤
805,脆弱,ADJ,6.2,HSK6下 UNIT32,悲伤
805,榜样,N,6.2,HSK6下 UNIT32,悲伤
805,光彩,N,6.2,HSK6下 UNIT32,悲伤
806,讥笑,V,6.2,HSK6下 UNIT32,悲伤
806,哭泣,V,6.2,HSK6下 UNIT32,悲伤
806,否决,V,6.2,HSK6下 UNIT32,悲伤
806,出息,N,6.2,HSK6下 UNIT32,悲伤
806,娃娃,N,6.2,HSK6下 UNIT32,悲伤
806,潜移默化,IDIOM,6.2,HSK6下 UNIT32,悲伤
806,鞭策,V,6.2,HSK6下 UNIT32,悲伤
806,赋予,V,6.2,HSK6下 UNIT32,悲伤
806,扮演,V,6.2,HSK6下 UNIT32,悲伤
806,鄙视,V,6.2,HSK6下 UNIT32,悲伤
807,激素,N,6.2,HSK6下 UNIT32,悲伤
807,恶心,ADJ,6.2,HSK6下 UNIT32,悲伤
807,体面,ADJ,6.2,HSK6下 UNIT32,悲伤
807,含糊,ADJ,6.2,HSK6下 UNIT32,悲伤
807,束缚,V,6.2,HSK6下 UNIT32,悲伤
807,魔鬼,N,6.2,HSK6下 UNIT32,悲伤
807,神仙,N,6.2,HSK6下 UNIT32,悲伤
807,健全,ADJ,6.2,HSK6下 UNIT32,悲伤
807,压塌,V,6.2,HSK6下 UNIT32,悲伤
807,反之,CONJ,6.2,HSK6下 UNIT32,悲伤
808,忌讳,V,6.2,HSK6下 UNIT32,悲伤
808,清理,N,6.2,HSK6下 UNIT32,悲伤
808,转移,V,6.2,HSK6下 UNIT32,悲伤
808,喉咙,N,6.2,HSK6下 UNIT32,悲伤
808,鼻涕,N,6.2,HSK6下 UNIT32,悲伤
808,之际,N,6.2,HSK6下 UNIT32,悲伤
808,修复,V,6.2,HSK6下 UNIT32,悲伤
808,宣泄,V,6.2,HSK6下 UNIT32,悲伤
808,许可,V,6.2,HSK6下 UNIT32,悲伤
808,倡导,V,6.2,HSK6下 UNIT32,悲伤
809,外界,V,6.2,HSK6下 UNIT32,悲伤
809,狭隘,ADJ,6.2,HSK6下 UNIT32,悲伤
809,偏见,N,6.2,HSK6下 UNIT32,悲伤
809,阻挠,V,6.2,HSK6下 UNIT32,悲伤
809,尊严,N,6.2,HSK6下 UNIT32,悲伤
809,理睬,V,6.2,HSK6下 UNIT32,悲伤
809,淹没,V,6.2,HSK6下 UNIT32,悲伤
809,须知,V,6.2,HSK6下 UNIT32,悲伤
809,抹杀,V,6.2,HSK6下 UNIT32,悲伤
809,岁月,N,6.2,HSK6下 UNIT32,悲伤
809,沉淀,V,6.2,HSK6下 UNIT32,悲伤
810,为期,V,6.2,HSK6下 UNIT33,慢生活
810,喧哗,V,6.2,HSK6下 UNIT33,慢生活
810,征服,V,6.2,HSK6下 UNIT33,慢生活
810,桥梁,N,6.2,HSK6下 UNIT33,慢生活
810,平原,N,6.2,HSK6下 UNIT33,慢生活
810,夹杂,V,6.2,HSK6下 UNIT33,慢生活
810,呼啸,V,6.2,HSK6下 UNIT33,慢生活
810,宽敞,ADJ,6.2,HSK6下 UNIT33,慢生活
810,齐全,ADJ,6.2,HSK6下 UNIT33,慢生活
810,封闭,V,6.2,HSK6下 UNIT33,慢生活
810,符号,N,6.2,HSK6下 UNIT33,慢生活
811,不屑,V,6.2,HSK6下 UNIT33,慢生活
811,不屑一顾,V,6.2,HSK6下 UNIT33,慢生活
811,威风,N,6.2,HSK6下 UNIT33,慢生活
811,演绎,V,6.2,HSK6下 UNIT33,慢生活
811,电源,N,6.2,HSK6下 UNIT33,慢生活
811,闭塞,ADJ,6.2,HSK6下 UNIT33,慢生活
811,久违,V,6.2,HSK6下 UNIT33,慢生活
811,正义,ADJ,6.2,HSK6下 UNIT33,慢生活
811,见义勇为,IDIOM,6.2,HSK6下 UNIT33,慢生活
812,承办,V,6.2,HSK6下 UNIT33,慢生活
812,方言,N,6.2,HSK6下 UNIT33,慢生活
812,洪水,N,6.2,HSK6下 UNIT33,慢生活
812,双胞胎,N,6.2,HSK6下 UNIT33,慢生活
812,英勇,ADJ,6.2,HSK6下 UNIT33,慢生活
812,贵族,N,6.2,HSK6下 UNIT33,慢生活
812,播种,V,6.2,HSK6下 UNIT33,慢生活
812,捣乱,V,6.2,HSK6下 UNIT33,慢生活
812,狼狈,ADJ,6.2,HSK6下 UNIT33,慢生活
812,幼稚,ADJ,6.2,HSK6下 UNIT33,慢生活
813,家常,N,6.2,HSK6下 UNIT33,慢生活
813,元宵节,N,6.2,HSK6下 UNIT33,慢生活
813,回顾,V,6.2,HSK6下 UNIT33,慢生活
813,往事,N,6.2,HSK6下 UNIT33,慢生活
813,方圆,N,6.2,HSK6下 UNIT33,慢生活
813,爆炸,V,6.2,HSK6下 UNIT33,慢生活
813,对联,N,6.2,HSK6下 UNIT33,慢生活
813,拜年,V,6.2,HSK6下 UNIT33,慢生活
813,天伦之乐,IDIOM,6.2,HSK6下 UNIT33,慢生活
814,贤惠,ADJ,6.2,HSK6下 UNIT33,慢生活
814,正月,N,6.2,HSK6下 UNIT33,慢生活
814,寺庙,N,6.2,HSK6下 UNIT33,慢生活
814,眼神,N,6.2,HSK6下 UNIT33,慢生活
814,新郎,N,6.2,HSK6下 UNIT33,慢生活
814,新娘,N,6.2,HSK6下 UNIT33,慢生活
814,响应,V,6.2,HSK6下 UNIT33,慢生活
814,社区,N,6.2,HSK6下 UNIT33,慢生活
814,物业,N,6.2,HSK6下 UNIT33,慢生活
814,媳妇,N,6.2,HSK6下 UNIT33,慢生活
815,现场,N,6.2,HSK6下 UNIT33,慢生活
815,惊动,ADJ,6.2,HSK6下 UNIT33,慢生活
815,联欢,V,6.2,HSK6下 UNIT33,慢生活
815,漫画,N,6.2,HSK6下 UNIT33,慢生活
815,仓促,ADJ,6.2,HSK6下 UNIT33,慢生活
815,无拘无束,IDIOM,6.2,HSK6下 UNIT33,慢生活
815,小舟,N,6.2,HSK6下 UNIT33,慢生活
815,朝霞,N,6.2,HSK6下 UNIT34,文物
